"Mês","Ano","Empresa","Cidade","Estado","Departamento","Regional","Linha","Produto","Nr.Intenções RENOVADAS","Nr.Intenções","Nr.Intenções CANCELADAS","Nr.Intenções ABERTAS"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","CINE FOTO","Wine - Malbec Trapiche Reserve","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","CINE FOTO","Beef - Rouladin, Sliced","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","CINE FOTO","Cheese - Woolwich Goat, Log","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","CINE FOTO","Chevril","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","CINE FOTO","Cilantro / Coriander - Fresh","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","CINE FOTO","Flax Seed","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","CINE FOTO","Glucose","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","CINE FOTO","Lamb Rack - Ontario","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","CINE FOTO","Madeira","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","CINE FOTO","Pork - Backfat","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","CINE FOTO","Sambuca Cream","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","CINE FOTO","Sprouts - Peppercress","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","CINE FOTO","Taro Root","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","CINE FOTO","Wine - Baron De Rothschild","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","CINE FOTO","Wine - Toasted Head","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","CINE FOTO","Apple - Fuji","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","CINE FOTO","Jam - Raspberry,jar","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","CINE FOTO","Rice - Long Grain","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","CINE FOTO","Taro Leaves","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","CINE FOTO","Tortillas - Flour, 12","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","CINE FOTO","Versatainer Nc - 9388","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","CINE FOTO","Water - Perrier","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","CINE FOTO","Bread - Pain Au Liat X12","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","CINE FOTO","Cheese - Cheddarsliced","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","CINE FOTO","Chips - Miss Vickies","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","CINE FOTO","Chocolate - Pistoles, Lactee, Milk","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","CINE FOTO","Compound - Rum","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","CINE FOTO","Cornflakes","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","CINE FOTO","Cream Of Tartar","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","CINE FOTO","Cups 10oz Trans","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","CINE FOTO","Food Colouring - Green","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","CINE FOTO","Gloves - Goldtouch Disposable","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","CINE FOTO","Instant Coffee","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","CINE FOTO","Mushroom - Chanterelle Frozen","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","CINE FOTO","Myers Planters Punch","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","CINE FOTO","Pastry - Banana Tea Loaf","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","CINE FOTO","Pear - Halves","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","CINE FOTO","Pepper - Chilli Seeds Mild","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","CINE FOTO","Peppercorns - Pink","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","CINE FOTO","Potatoes - Yukon Gold 5 Oz","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","CINE FOTO","Rolled Oats","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","CINE FOTO","Seedlings - Clamshell","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","CINE FOTO","Steampan - Lid For Half Size","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","CINE FOTO","Sugar - Crumb","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","CINE FOTO","V8 - Berry Blend","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","CINE FOTO","Yoghurt Tubes","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Campo Mourão","PR","Geral","Regional Guilherme","INFORMÁTICA","Beans - Long, Chinese","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Cianorte","PR","Geral","Regional Guilherme","INFORMÁTICA","Buffalo - Tenderloin","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Cianorte","PR","Geral","Regional Guilherme","INFORMÁTICA","Sugar - Palm","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","INFORMÁTICA","Bacon Strip Precooked","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","INFORMÁTICA","Bar - Sweet And Salty Chocolate","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","INFORMÁTICA","Beef - Ground Lean Fresh","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","INFORMÁTICA","Beer - Sleemans Cream Ale","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","INFORMÁTICA","Coffee - Flavoured","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","INFORMÁTICA","Creme De Cacao White","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","INFORMÁTICA","Ham - Smoked, Bone - In","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","INFORMÁTICA","Juice - Prune","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","INFORMÁTICA","Pasta - Rotini, Colour, Dry","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","INFORMÁTICA","Pepper - Paprika, Spanish","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","INFORMÁTICA","Sausage - Meat","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","INFORMÁTICA","Sprite - 355 Ml","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","INFORMÁTICA","Whmis Spray Bottle Graduated","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","INFORMÁTICA","Beer - Muskoka Cream Ale","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","INFORMÁTICA","Blackberries","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","INFORMÁTICA","Compound - Raspberry","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","INFORMÁTICA","Coriander - Seed","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","INFORMÁTICA","Flour - Semolina","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","INFORMÁTICA","Glaze - Apricot","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","INFORMÁTICA","Green Tea Refresher","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","INFORMÁTICA","Juice - Clam, 46 Oz","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","INFORMÁTICA","Lettuce - Curly Endive","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","INFORMÁTICA","Oil - Safflower","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","INFORMÁTICA","Pie Pecan","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","INFORMÁTICA","Sour Puss Sour Apple","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","INFORMÁTICA","Tart Shells - Sweet, 2","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","INFORMÁTICA","Wine - Red, Concha Y Toro","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","INFORMÁTICA","Bacardi Limon","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","INFORMÁTICA","Bok Choy - Baby","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","INFORMÁTICA","Butter Sweet","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","INFORMÁTICA","Cassis","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","INFORMÁTICA","Compound - Raspberry","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","INFORMÁTICA","External Supplier","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","INFORMÁTICA","Graham Cracker Mix","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","INFORMÁTICA","Mustard Prepared","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","INFORMÁTICA","Paper Cocktail Umberlla 80 - 180","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","INFORMÁTICA","Pie Box - Cello Window 2.5","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","INFORMÁTICA","Praline Paste","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","INFORMÁTICA","Snapple Raspberry Tea","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","INFORMÁTICA","Soup - Campbells Mushroom","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","INFORMÁTICA","Spinach - Frozen","0","2","0","2"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","INFORMÁTICA","White Baguette","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","INFORMÁTICA","Artichokes - Jerusalem","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","INFORMÁTICA","Beans - Kidney White","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","INFORMÁTICA","Beef - Rib Eye Aaa","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","INFORMÁTICA","Beer - Molson Excel","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","INFORMÁTICA","Carbonated Water - White Grape","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","INFORMÁTICA","Cheese - Ricotta","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","INFORMÁTICA","Cheese - Swiss Sliced","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","INFORMÁTICA","Cherries - Fresh","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","INFORMÁTICA","Cookie - Oatmeal","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","INFORMÁTICA","Cookie Double Choco","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","INFORMÁTICA","Energy Drink - Franks Pineapple","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","INFORMÁTICA","Icecream Cone - Areo Chocolate","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","INFORMÁTICA","Lamb - Shoulder, Boneless","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","INFORMÁTICA","Oil - Safflower","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","INFORMÁTICA","Pasta - Fett Alfredo, Single Serve","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","INFORMÁTICA","Pork - Bacon,back Peameal","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","INFORMÁTICA","Pork - Liver","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","INFORMÁTICA","Pork - Loin, Bone - In","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","INFORMÁTICA","Pork - Suckling Pig","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","INFORMÁTICA","Puree - Guava","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","INFORMÁTICA","Sausage - Andouille","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","INFORMÁTICA","Shrimp - 16/20, Peeled Deviened","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","INFORMÁTICA","Snapple - Iced Tea Peach","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","INFORMÁTICA","Soup - Campbells, Creamy","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","INFORMÁTICA","Straw - Regular","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","INFORMÁTICA","Table Cloth 120 Round White","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","INFORMÁTICA","Tablet","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","INFORMÁTICA","Tofu - Firm","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","INFORMÁTICA","Tumeric","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","INFORMÁTICA","Wine - White, Antinore Orvieto","0","1","0","1"
"7","2017","GAZIN - MATRIZ 1","Douradina","PR","Geral","Regional Edson","INFORMÁTICA","Notebook i5","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Campo Mourão","PR","Geral","Regional Guilherme","TELECOM","Tart Shells - Sweet, 3","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Cianorte","PR","Geral","Regional Guilherme","TELECOM","Towels - Paper / Kraft","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","TELECOM","Beef Wellington","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","TELECOM","Foam Espresso Cup Plain White","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","TELECOM","Lidsoupcont Rp12dn","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","TELECOM","Nantucket Orange Juice","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","TELECOM","Pork - Shoulder","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","TELECOM","Salmon - Canned","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","TELECOM","Wine - White, Colubia Cresh","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","TELECOM","Yogurt - Blueberry, 175 Gr","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","TELECOM","Beer - Tetleys","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","TELECOM","Bread Base - Gold Formel","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","TELECOM","Cocktail Napkin Blue","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","TELECOM","Dc Hikiage Hira Huba","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","TELECOM","Jello - Assorted","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","TELECOM","Muffin - Blueberry Individual","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","TELECOM","Cheese - Mozzarella","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","TELECOM","Juice - Apple, 500 Ml","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","TELECOM","Lid - 16 Oz And 32 Oz","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","TELECOM","Oil - Truffle, White","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","TELECOM","Oxtail - Cut","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","TELECOM","Shrimp - Prawn","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","TELECOM","Soup - Campbells, Spinach Crm","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","TELECOM","Sprouts - China Rose","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Londrina","PR","Geral","Regional Guilherme","TELECOM","Wine - Harrow Estates, Vidal","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","TELECOM","Anchovy In Oil","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","TELECOM","Beef - Ox Tongue, Pickled","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","TELECOM","Beer - Alexander Kieths, Pale Ale","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","TELECOM","Boogies","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","TELECOM","Bread - Roll, Calabrese","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","TELECOM","Breadfruit","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","TELECOM","Chestnuts - Whole,canned","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","TELECOM","Crab - Back Fin Meat, Canned","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","TELECOM","Cream - 35%","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","TELECOM","Dill - Primerba, Paste","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","TELECOM","Figs","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","TELECOM","Jello - Assorted","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","TELECOM","Longos - Chicken Wings","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","TELECOM","Nori Sea Weed","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","TELECOM","Oranges","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","TELECOM","Pasta - Cheese / Spinach Bauletti","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","TELECOM","Pork - Back Ribs","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","TELECOM","Sauce - White, Mix","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","TELECOM","Snails - Large Canned","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","TELECOM","Stock - Chicken, White","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","TELECOM","The Pop Shoppe - Root Beer","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","TELECOM","Thyme - Fresh","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","TELECOM","Tomatoes - Heirloom","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","TELECOM","Tomatoes Tear Drop Yellow","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","TELECOM","Tortillas - Flour, 10","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","TELECOM","Trout - Rainbow, Fresh","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","TELECOM","Turkey - Breast, Bone - In","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","TELECOM","Vaccum Bag 10x13","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","TELECOM","Wanton Wrap","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","TELECOM","Wine - Alicanca Vinho Verde","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Maringá","PR","Geral","Regional Guilherme","TELECOM","Yeast Dry - Fermipan","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","PORTÁTEIS","Beef - Short Ribs","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","PORTÁTEIS","Cod - Fillets","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","PORTÁTEIS","Cups 10oz Trans","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","PORTÁTEIS","Food Colouring - Green","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","PORTÁTEIS","Lobster - Live","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","PORTÁTEIS","Paste - Black Olive","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","PORTÁTEIS","Pears - Anjou","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","PORTÁTEIS","Pears - Fiorelle","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","PORTÁTEIS","Sauce - Ranch Dressing","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","PORTÁTEIS","Sesame Seed Black","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","PORTÁTEIS","Sprite, Diet - 355ml","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Curitiba","PR","Geral","Regional Guilherme","PORTÁTEIS","Truffle - Whole Black Peeled","0","1","0","1"
"7","2017","01.002 - DOURADINA - PR","Foz do Iguaçu","PR","Geral","Regional Guilherme","PORTÁTEIS","Extract - Raspberry","0","1","0","1"
